Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50
CHEMBL1817746,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC1(c2ccccc2)CCCC1,29.0,nM,7.54
CHEMBL401181,C[C@@]1(N)Cc2cccc(c2F)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,78.0,nM,7.11
CHEMBL427884,CN(C)S(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2,4.0,nM,8.4
CHEMBL250918,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(=O)(=O)C(F)(F)F,38.0,nM,7.42
CHEMBL250712,CCCN(c1cc2cc(c1)C(=O)N[C@@H](C(C)C)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,175.0,nM,6.76
CHEMBL429666,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccc(F)cc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,10.0,nM,8.0
CHEMBL1270780,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccccc1,1700.0,nM,5.77
CHEMBL560092,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2,8.0,nM,8.1
CHEMBL514310,Cc1cc2c(C(=O)N[C@H](C)c3ccccc3)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC3CC3)cc2o1,524.0,nM,6.28
CHEMBL449578,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2cn(Cc3ccccc3)nn2)c1)c1ccccc1,1256.0,nM,5.9
CHEMBL482371,C[C@@H](NC(=O)c1cc(O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccccc1,1581.0,nM,5.8
CHEMBL338988,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1600.0,nM,5.8
CHEMBL406146,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,413.0,nM,6.38
CHEMBL1208905,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(C)c3O)O2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,350.0,nM,6.46
CHEMBL1209418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,4000.0,nM,5.4
CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,700.0,nM,6.16
CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,560.0,nM,6.25
CHEMBL253800,CCCC(CCC)S(=O)(=O)CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,112.0,nM,6.95
CHEMBL3422240,COC[C@H]1C[C@H]2[C@@H](C)SC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,737.0,nM,6.13
CHEMBL3927467,NC1=NC2(CCS1)c1cc(Br)ccc1CC21CCc2ccccc2CC1,19460.0,nM,4.71
CHEMBL3981150,COC1CCC2(CC1)Cc1ccc(Br)cc1C21CSC(N)=N1,1446.0,nM,5.84
CHEMBL3961810,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCS(=O)(=O)CC1,693.3,nM,6.16
CHEMBL3972700,Cc1onc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)C2=O,16.7,nM,7.78
CHEMBL4109522,Cc1nn(C)c2c1CC1(CC2)Cc2ccc(-c3cc(F)cc(Cl)c3)cc2C12N=C(N)N(C)O2,67.0,nM,7.17
CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,273.6,nM,6.56
CHEMBL3979180,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O,5.0,nM,8.3
CHEMBL3941308,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21NC(N)N(CCF)C1=O,6.8,nM,8.17
CHEMBL3956802,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CN3CCC(F)(F)C3)cc1C21N=C(N)N(C)C1=O,108.3,nM,6.96
CHEMBL3951352,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(C)C1=O,4509.3,nM,5.35
CHEMBL3703241,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21COC1,810.0,nM,6.09
CHEMBL3703308,Cc1cnc(F)c(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,700.0,nM,6.16
CHEMBL3650761,CCOc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)cc(C(F)(F)F)c1,7300.0,nM,5.14
CHEMBL3650812,COC/C=C/c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,820.0,nM,6.09
CHEMBL3650849,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,0.62,nM,9.21
CHEMBL3650851,CC1(C)Oc2ccc(NC(=O)c3cnc(C(F)F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,0.63,nM,9.2
CHEMBL3703250,CC(C)Cc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,8940.0,nM,5.05
CHEMBL3703251,CCC(CC)Cc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,2330.0,nM,5.63
CHEMBL3703314,COc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c(F)cn1,2740.0,nM,5.56
CHEMBL4113779,COC1CCC2(CC1)Cc1ccc(C#CCC(C)C)cc1[C@]21N=C(N)N(C)C1=O,5.1,nM,8.29
CHEMBL3897128,CC(C)N1C(=O)C2(N=C1N)c1cc(-c3cncc(C(F)(F)F)c3)ccc1C[C@]21CC[C@@H](OC(N)F)CC1,18.2,nM,7.74
CHEMBL3965440,CC(C)N1C(=O)C2(N=C1N)c1cc(-c3cncc(F)c3)ccc1CC21CCC(OC(F)F)CC1,14.8,nM,7.83
CHEMBL3897669,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCC(F)(F)CC1,1357.0,nM,5.87
CHEMBL3950163,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(N)N(CCC(=O)O)C1=O,15.6,nM,7.81
CHEMBL3929245,COC1CCC2(CC1)Cc1ccc(-c3cncc(F)c3)cc1C21N=C(N)N(CC2CCO2)C1=O,13.7,nM,7.86
CHEMBL3919180,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCN(C)C)C1=O,14.0,nM,7.85
CHEMBL3927824,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCC(F)(F)F)C1=O,16.1,nM,7.79
CHEMBL3650838,NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1,4950.0,nM,5.3
CHEMBL3703207,NC1=NC2(CO1)c1cc(Br)ccc1OC1(CCC1)C21COC1,33800.0,nM,4.47
CHEMBL3703215,NC1=NC2(CO1)c1cc(Br)ccc1OC1(CCCC1)C21COC1,7210.0,nM,5.14
CHEMBL4539909,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(CF)C[C@H]21,2.4,nM,8.62
CHEMBL4575413,CCCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,1.1,nM,8.96
CHEMBL4459222,COC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3cnc(OCc4ncco4)cn3)cc(F)c1F)N=C(N)S2,1.2,nM,8.92
CHEMBL394595,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,30.0,nM,7.52
CHEMBL1092000,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,460.0,nM,6.34
CHEMBL1093152,COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,2450.0,nM,5.61
CHEMBL1076902,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,6.6,nM,8.18
CHEMBL1076906,CC(C)[C@H](NC(=O)[C@@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,10.0,nM,8.0
CHEMBL1093066,CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,3810.0,nM,5.42
CHEMBL1090025,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccoc3)c2)N=C1N,630.0,nM,6.2
CHEMBL236852,CCCOc1ccc(-c2scc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1,680.0,nM,6.17
CHEMBL200715,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,30000.0,nM,4.52
CHEMBL1917905,CC(=O)N[C@]1(CC(C)C)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3ccccc3CN2)C1=O,8.0,nM,8.1
CHEMBL3640286,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)ccc(F)c3F)C2)nc(C)c1F,234.0,nM,6.63
CHEMBL3798199,COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(Cl)s3)C2)nc(C)c1F,51.0,nM,7.29
CHEMBL453805,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,91800.0,nM,4.04
CHEMBL3127070,COc1cccc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,68.0,nM,7.17
CHEMBL3656148,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1,5.3,nM,8.28
CHEMBL3656149,CN1OC2(N=C1N)c1cc(Cl)ccc1CC21CCc2ccccc2CC1,61.6,nM,7.21
CHEMBL3656150,CN1OC2(N=C1N)c1cc(Br)ccc1CC21CCc2ccccc2CC1,64.0,nM,7.19
CHEMBL3656154,CN1OC2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,104.6,nM,6.98
CHEMBL3656156,COC1CCC2(CC1)Cc1ccc(-c3ccc4cc[nH]c4c3)cc1C21N=C(N)N(C)O1,125.6,nM,6.9
CHEMBL3656160,CC1=C(C)CC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,161.1,nM,6.79
CHEMBL3656171,COC1CCC2(CCc3ccc(-c4cccc(C#N)c4)cc3C23N=C(N)N(C)O3)CC1,505.8,nM,6.3
CHEMBL3968267,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21CC(=O)N(C)C(N)=N1,969.7,nM,6.01
CHEMBL3656183,CN1OC2(CC3(CCOCC3)c3ccc(-c4cccc(C#N)c4)cc32)N=C1N,4702.2,nM,5.33
CHEMBL3656129,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(N)N(C)O1,5.9,nM,8.23
CHEMBL3642620,CC1(c2cccc(OCC(=O)Nc3ccc(F)cc3)c2)CCSC(N)=N1,5700.0,nM,5.24
CHEMBL3642617,CC1(c2cccc(OCCCc3ccccc3)c2)CCSC(N)=N1,2800.0,nM,5.55
CHEMBL3642619,CC1(c2cc(Br)cc(NC(=O)c3ccccn3)c2)CCSC(N)=N1,720.0,nM,6.14
CHEMBL3642607,CC1(c2cc(Br)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,149.0,nM,6.83
CHEMBL3642632,COCc1cc(NC(=O)c2ccc(Br)cc2)cc(C2(C)CCSC(N)=N2)c1,912.0,nM,6.04
CHEMBL3642633,COCc1cc(NC(=O)c2ccc(Cl)cc2)cc(C2(C)CCSC(N)=N2)c1,1500.0,nM,5.82
CHEMBL3642637,COCc1cc(NC(=O)c2ccco2)cc(C2(C)CCSC(N)=N2)c1,1479.0,nM,5.83
CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,229.0,nM,6.64
CHEMBL584726,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1,2278.0,nM,5.64
CHEMBL3645171,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,27.0,nM,7.57
CHEMBL3645174,CC1(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1,54.0,nM,7.27
CHEMBL3645177,COc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,174.0,nM,6.76
CHEMBL375540,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@@H](C)C(=O)NCC(C)C)c1,130.0,nM,6.89
CHEMBL3953528,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CCC3)cs2)CO1,376.0,nM,6.42
CHEMBL3924736,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)cs2)CO1,25.0,nM,7.6
CHEMBL363783,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,40.0,nM,7.4
CHEMBL3973534,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,9.0,nM,8.05
CHEMBL1915977,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,210.0,nM,6.68
CHEMBL1915978,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,90.0,nM,7.05
CHEMBL1915983,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,400.0,nM,6.4
CHEMBL1915987,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,1400.0,nM,5.85
CHEMBL1915990,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1,2.0,nM,8.7
CHEMBL1915995,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](COC)C2=O)C1,89.0,nM,7.05
CHEMBL1916157,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)C1=O,1.4,nM,8.85
CHEMBL1916169,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccn3)CN2)C1=O,1.3,nM,8.89
CHEMBL3966376,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(CF)cn3)cs2)CO1,315.0,nM,6.5
CHEMBL3986265,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)F)cn3)cs2)CO1,145.0,nM,6.84
CHEMBL3967113,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,106.0,nM,6.97
CHEMBL3964867,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,364.0,nM,6.44
CHEMBL3911716,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C(F)(F)F)n3)cs2)CO1,189.0,nM,6.72
CHEMBL4114074,C[C@@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,360.0,nM,6.44
CHEMBL3968526,CC(C)Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,51000.0,nM,4.29
CHEMBL3893396,Cc1cnc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,2110.0,nM,5.68
CHEMBL3948431,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,19.0,nM,7.72
CHEMBL3656131,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CC21CCc2ccccc2CC1,7.4,nM,8.13
CHEMBL3656136,CN1OC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,11.2,nM,7.95
CHEMBL2178151,CC(C)Oc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)c1,308.0,nM,6.51
CHEMBL51003,CC(C)CC(NC(=O)CCCOc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,25000.0,nM,4.6
CHEMBL1934292,O=C([C@@H]1CNC[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,150.0,nM,6.82
CHEMBL1934295,O=C([C@@H]1CNC[C@]12CCCc1nc(Cl)ccc12)N1CC[C@@H](c2ccccc2)C[C@H]1C1CCCCC1,29.0,nM,7.54
CHEMBL373255,CC(C)[C@H](NC(=O)CC[C@H](O)[C@@H]1CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccccc1,9704.0,nM,5.01
CHEMBL1923295,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)C1=O,1380.0,nM,5.86
CHEMBL1923296,Cc1cnc(C(=O)Nc2cccc(C3(C)N=C(N)CN(C)C3=O)c2)cn1,7079.0,nM,5.15
CHEMBL1921816,CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,295.0,nM,6.53
CHEMBL1923294,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)C1=O,151.0,nM,6.82
CHEMBL5932566,CN1C(=O)C2(N=C1NC(=O)OC(C)(C)C)c1cc(C#CC3CC3)ccc1CC21CCC(OC(=O)[C@H](Cc2ccc(OC(=O)OC(C)(C)C)cc2)NC(=O)OC(C)(C)C)CC1,640.0,nM,6.19
CHEMBL3236218,O=C(NCc1ccco1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2c1=O,1610.0,nM,5.79
CHEMBL1916004,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,720.0,nM,6.14
CHEMBL1916159,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3cccnc3)CN2)C1=O,2.5,nM,8.6
CHEMBL3357662,C[C@@]12CCCO[C@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,210.0,nM,6.68
CHEMBL3357668,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,41.0,nM,7.39
CHEMBL3357672,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cncnc3)ccc1O2,56.0,nM,7.25
CHEMBL3357667,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,93.0,nM,7.03
CHEMBL2047891,CC(F)(F)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1,1370.0,nM,5.86
CHEMBL3672399,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)c(Cl)c1,730.0,nM,6.14
CHEMBL3672415,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1F,1600.0,nM,5.8
CHEMBL3672446,O=C(/C=C/c1ccc(O)cc1Cl)CC(=O)/C=C/c1ccc(O)cc1Cl,720.0,nM,6.14
CHEMBL558946,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,25.0,nM,7.6
CHEMBL541738,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N3CCCCS3(=O)=O)c2)c1,31.0,nM,7.51
CHEMBL553458,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,9.0,nM,8.05
CHEMBL539468,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N/OCC(C)C)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,242.0,nM,6.62
CHEMBL553571,CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,27.0,nM,7.57
CHEMBL568960,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)/C2=N/CCCCCN12,130.0,nM,6.89
CHEMBL3642604,Cc1cc(C(=O)Nc2cc(Br)cc(C3(C)CCSC(N)=N3)c2)c(C)o1,278.0,nM,6.56
CHEMBL3642627,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,61.0,nM,7.21
CHEMBL1376633,COc1ccc(C2C(C#N)=C(N)N3C(=C2C#N)Sc2ccccc23)cc1,3239.0,nM,5.49
CHEMBL3937030,CC(C)N1CNc2c(NCc3ccc(N)cc3)nc(N3CCCCC3CCO)nc21,130.0,nM,6.89
CHEMBL3645162,C[C@@H](NC(=O)c1ccc(C2(C)CCSC(N)=N2)s1)c1ccccc1,10000.0,nM,5.0
CHEMBL3645164,CC1(c2cc(Cl)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,163.0,nM,6.79
CHEMBL3645165,CC1(c2cc(Cl)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1,243.0,nM,6.61
CHEMBL3645176,CC(C)Oc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,2296.0,nM,5.64
CHEMBL3670325,C[C@@]1(c2cc(NC(=O)c3cnc(-n4nccn4)cn3)ccc2F)C=CSC(N)=N1,234.0,nM,6.63
CHEMBL3670332,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2C)N=C(N)S1,36.0,nM,7.44
CHEMBL3901695,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C[C@@H](C(F)(F)F)O1,154.0,nM,6.81
CHEMBL3983509,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,1.0,nM,9.0
CHEMBL3952932,CC#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,82.0,nM,7.09
CHEMBL3980484,Cc1cn(C(F)F)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,2.0,nM,8.7
CHEMBL3394043,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCCOC3)cc12,11.3,nM,7.95
CHEMBL3394053,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccccn3)cc12,3.8,nM,8.42
CHEMBL3394054,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3cccnc3)cc12,2.5,nM,8.6
CHEMBL3394040,CC1(C)C=C(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1,7.4,nM,8.13
CHEMBL3394044,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@@H]3CCCCO3)cc12,112.0,nM,6.95
CHEMBL3394045,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@H]3CCCCO3)cc12,14.3,nM,7.84
CHEMBL1163421,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2=CN(CC(=O)OC(C)C)C(C)=C(C(C)=O)C2C)c1,26100.0,nM,4.58
CHEMBL50827,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NO)C(C)C,94000.0,nM,4.03
CHEMBL1278188,O=S(=O)(c1ccccc1)N(CCc1ccccc1)C[C@@H](O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6900.0,nM,5.16
